Job Title,Company Name,Required Skills,Experience,Salary,Location,More Info
Software Developer 3,ORACLE,"software development, cloud computing, data structures, programming languages, technical leadership, c, rest api, java, software engineering, pl/sql, python, oracle, linux kernel, javascript, algorithms, storage, database development, docker, security, debugging, perl, cloud services, spring boot",4 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-4-to-7-yrs-jobid-xMAaOLwVS6tzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"software development, cloud computing, data structures, programming languages, technical leadership, c, rest api, java, software engineering, pl/sql, python, oracle, linux kernel, javascript, algorithms, storage, database development, docker, security, debugging, perl, cloud services, spring boot",4 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-4-to-7-yrs-jobid-ygAIvIf70yNzpSvf__PLUS__uAgZw==&source=srp
Software Developer 2,ORACLE,"qa infrastructure development, automated testing systems, strong sql proficiency, java programming skills, debugging and problem solving, software engineering, python, oracle, unix, bi, data warehousing, perl, ant, written communication",1 to 2 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-2-oracle-bengaluru-bangalore-1-to-2-yrs-jobid-vCT__PLUS__bgffCX5zpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"java development, spring boot expertise, gradle proficiency, microservices architecture, ci/cd pipeline experience, docker, database, git, oracle, svn, java developer",10 to 13 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-10-to-13-yrs-jobid-FtNQbhDLmXBzpSvf__PLUS__uAgZw==&source=srp
Software Developer Engineer In Test,ORACLE,"ui automation framework, test scripting techniques, cloud native development, performance testing knowledge, agile methodologies experience, continuous integration, qa, java, e2e, jira, oracle, software test, test scripts, healthcare, selenium, system testing",5 to 8 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-engineer-in-test-oracle-bengaluru-bangalore-5-to-8-yrs-jobid-XBE0G9__SLASH__I1ZRzpSvf__PLUS__uAgZw==&source=srp
Senior Software Developer,ORACLE,"java software development, microservices frameworks, containerization tools, cloud platforms expertise, ci/cd knowledge, orchestration, docker, git, devops, debugging, oracle, infrastructure",6 to 9 Years,As per Industry Standards,Thiruvananthapuram (Kerala),https://www.timesjobs.com/job-detail/senior-software-developer-oracle-thiruvananthapuram-6-to-9-yrs-jobid-PkcwlzH__SLASH____PLUS__cxzpSvf__PLUS__uAgZw==&source=srp
Senior Software Developer,ORACLE,"java software development, microservices frameworks, containerization tools, cloud platforms expertise, ci/cd knowledge, orchestration, docker, git, devops, debugging, oracle, infrastructure",6 to 9 Years,As per Industry Standards,Thiruvananthapuram (Kerala),https://www.timesjobs.com/job-detail/senior-software-developer-oracle-thiruvananthapuram-6-to-9-yrs-jobid-1j8yWfpN8eRzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"java development, spring boot, gradle management, microservices architecture, ci/cd pipeline, docker, database, git, oracle, svn, java developer",6 to 9 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-6-to-9-yrs-jobid-5Pw5XXjOW1NzpSvf__PLUS__uAgZw==&source=srp
Software Developer (OCI),ORACLE,"distributed systems, virtualized infrastructure, programming languages, containerized workloads, automation tools, algorithms, storage, security, java, software engineer, data structures, perl, cli, python, oracle",3 to 6 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-oci-oracle-bengaluru-bangalore-3-to-6-yrs-jobid-mkV3N__SLASH__XOM7hzpSvf__PLUS__uAgZw==&source=srp
Software Developer (OCI),ORACLE,"distributed systems, virtualized infrastructure, programming languages, containerized workloads, automation tools, algorithms, storage, security, java, software engineer, data structures, perl, cli, python, oracle",3 to 6 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-oci-oracle-bengaluru-bangalore-3-to-6-yrs-jobid-07wA__SLASH__mlh8LVzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"software development, cloud computing, data structures, programming languages, technical leadership, c, rest api, java, software engineering, pl/sql, python, oracle, linux kernel, javascript, algorithms, storage, database development, docker, security, debugging, perl, cloud services, spring boot",4 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-4-to-7-yrs-jobid-zIIqmKQ58V9zpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"business intelligence expertise, olap and dimensional modeling, oracle data visualization, python and java knowledge, erp/crm/hcm functional knowledge, business rules, software engineering, big data, oracle fusion, debugging, hadoop, technical skills, business applications",7 to 10 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-7-to-10-yrs-jobid-deg__SLASH__UJBXSaVzpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"business intelligence expertise, olap and dimensional modeling, oracle data visualization, python and java knowledge, erp/crm/hcm functional knowledge, business rules, software engineering, big data, oracle fusion, debugging, hadoop, technical skills, business applications",7 to 10 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-7-to-10-yrs-jobid-G66xvCnj0NhzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"business intelligence development, olap & dimensional modeling, python/java programming, analytics application design, erp/crm functional knowledge, business rules, software engineering, oracle, bi, oracle fusion, debugging, technical skills, business applications",3 to 6 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-3-to-6-yrs-jobid-XiujYCgRT3ZzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"business intelligence development, olap & dimensional modeling, python/java programming, analytics application design, erp/crm functional knowledge, business rules, software engineering, oracle, bi, oracle fusion, debugging, technical skills, business applications",3 to 6 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-3-to-6-yrs-jobid-m6PtiZ3ACmhzpSvf__PLUS__uAgZw==&source=srp
Software Developer 2,ORACLE,"software development, debugging skills, database management, software architecture, problem solving, oracle, software engineering",1 to 3 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-2-oracle-bengaluru-bangalore-1-to-3-yrs-jobid-f16q8j1RadJzpSvf__PLUS__uAgZw==&source=srp
Software Developer 2,ORACLE,"software development, debugging skills, database management, software architecture, problem solving, oracle, software engineering",1 to 3 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-2-oracle-bengaluru-bangalore-1-to-3-yrs-jobid-eK8PbW76VV9zpSvf__PLUS__uAgZw==&source=srp
Senior Software Developer,ORACLE,"java software development, microservices frameworks, containerization tools, cloud platforms expertise, ci/cd knowledge, orchestration, docker, git, devops, debugging, oracle, infrastructure",6 to 9 Years,As per Industry Standards,Thiruvananthapuram (Kerala),https://www.timesjobs.com/job-detail/senior-software-developer-oracle-thiruvananthapuram-6-to-9-yrs-jobid-xBJzUdkRB2xzpSvf__PLUS__uAgZw==&source=srp
Software Developer (OCI),ORACLE,"distributed systems, virtualized infrastructure, programming languages, containerized workloads, automation tools, algorithms, storage, security, java, software engineer, data structures, perl, cli, python, oracle",3 to 6 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-oci-oracle-bengaluru-bangalore-3-to-6-yrs-jobid-O2UiDrpxCNVzpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"software development, troubleshooting techniques, debugging applications, cloud solutions, standard practices, oracle, software engineering",5 to 7 Years,As per Industry Standards,Mumbai (Maharashtra),https://www.timesjobs.com/job-detail/software-developer-4-oracle-mumbai-5-to-7-yrs-jobid-Ul3JblhboftzpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"software development, troubleshooting techniques, debugging applications, cloud solutions, standard practices, oracle, software engineering",5 to 7 Years,As per Industry Standards,Mumbai (Maharashtra),https://www.timesjobs.com/job-detail/software-developer-4-oracle-mumbai-5-to-7-yrs-jobid-LS0qNHl4hsVzpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"business intelligence expertise, olap and dimensional modeling, oracle data visualization, python and java knowledge, erp/crm/hcm functional knowledge, business rules, software engineering, big data, oracle fusion, debugging, hadoop, technical skills, business applications",7 to 10 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-7-to-10-yrs-jobid-__PLUS__MrBk1p44NFzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"business intelligence development, olap & dimensional modeling, python/java programming, analytics application design, erp/crm functional knowledge, business rules, software engineering, oracle, bi, oracle fusion, debugging, technical skills, business applications",3 to 6 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-3-to-6-yrs-jobid-XFW5hzDY9HZzpSvf__PLUS__uAgZw==&source=srp
Software Developer 2,ORACLE,"software development, debugging skills, database management, software architecture, problem solving, oracle, software engineering",1 to 3 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-2-oracle-bengaluru-bangalore-1-to-3-yrs-jobid-t2wAOIwDSyZzpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"software development, troubleshooting techniques, debugging applications, cloud solutions, standard practices, oracle, software engineering",5 to 7 Years,As per Industry Standards,Mumbai (Maharashtra),https://www.timesjobs.com/job-detail/software-developer-4-oracle-mumbai-5-to-7-yrs-jobid-JPYiTfYXH__PLUS__RzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"software development, debugging applications, technical leadership, software architecture, cloud solutions, oracle, software engineering",3 to 5 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-dkJb4ziNsENzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"software development, debugging applications, technical leadership, software architecture, cloud solutions, oracle, software engineering",3 to 5 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-uCCbM3VWzC5zpSvf__PLUS__uAgZw==&source=srp
Software Developer 1,ORACLE,"software development, debugging techniques, database management, software architecture, application design, oracle, software engineering",1 to 4 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-1-oracle-bengaluru-bangalore-1-to-4-yrs-jobid-efgPZ30FJJVzpSvf__PLUS__uAgZw==&source=srp
Software Developer 1,ORACLE,"software development, debugging techniques, database management, software architecture, application design, oracle, software engineering",1 to 4 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-1-oracle-bengaluru-bangalore-1-to-4-yrs-jobid-Ov__SLASH__h3d5bJ__SLASH__tzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"software development, debugging applications, technical leadership, software architecture, cloud solutions, oracle, software engineering",3 to 5 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-u__SLASH__bdpBb1RqFzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"software development, micro service architecture, cloud infrastructure, java and jee, agile environment, database, security, distributed databases, j2ee, debugging, software engineering, rest, oracle, jdk",5 to 8 Years,As per Industry Standards,Hyderabad/ Secunderabad (Telangana),https://www.timesjobs.com/job-detail/software-developer-3-oracle-hyderabad-secunderabad-5-to-8-yrs-jobid-agOETuIRfmRzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"software development, micro service architecture, cloud infrastructure, java and jee, agile environment, database, security, distributed databases, j2ee, debugging, software engineering, rest, oracle, jdk",5 to 8 Years,As per Industry Standards,Hyderabad/ Secunderabad (Telangana),https://www.timesjobs.com/job-detail/software-developer-3-oracle-hyderabad-secunderabad-5-to-8-yrs-jobid-pU4Dfj2mVF5zpSvf__PLUS__uAgZw==&source=srp
Software Developer 1,ORACLE,"software development, debugging techniques, database management, software architecture, application design, oracle, software engineering",1 to 4 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-1-oracle-bengaluru-bangalore-1-to-4-yrs-jobid-RlZ1xoeJAppzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"software development, micro service architecture, cloud infrastructure, java and jee, agile environment, database, security, distributed databases, j2ee, debugging, software engineering, rest, oracle, jdk",5 to 8 Years,As per Industry Standards,Hyderabad/ Secunderabad (Telangana),https://www.timesjobs.com/job-detail/software-developer-3-oracle-hyderabad-secunderabad-5-to-8-yrs-jobid-t06H5DT2va9zpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"proficient in java, database design expertise, microservices architecture, machine learning knowledge, generative ai experience, algorithms, orchestration, debugging, data structures, software engineering, python, oracle",5 to 8 Years,As per Industry Standards,Hyderabad/ Secunderabad (Telangana),https://www.timesjobs.com/job-detail/software-developer-3-oracle-hyderabad-secunderabad-5-to-8-yrs-jobid-B__SLASH__voi0__SLASH__YkQNzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"proficient in java, database design expertise, microservices architecture, machine learning knowledge, generative ai experience, algorithms, orchestration, debugging, data structures, software engineering, python, oracle",5 to 8 Years,As per Industry Standards,Hyderabad/ Secunderabad (Telangana),https://www.timesjobs.com/job-detail/software-developer-3-oracle-hyderabad-secunderabad-5-to-8-yrs-jobid-SdCH5OeBKgdzpSvf__PLUS__uAgZw==&source=srp
Senior Software Developer,ORACLE,"database development, test automation, software debugging, programming languages, problem solving, fundamentals, algorithms, c, sql/plsql, data warehousing, storage, compilers, artificial intelligence, java, linux, data structures, perl, python, oracle, rdbms, unix administration, infrastructure",1 to 4 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/senior-software-developer-oracle-bengaluru-bangalore-1-to-4-yrs-jobid-jceJbMDh4vdzpSvf__PLUS__uAgZw==&source=srp
Senior Software Developer,ORACLE,"database development, test automation, software debugging, programming languages, problem solving, fundamentals, algorithms, c, sql/plsql, data warehousing, storage, compilers, artificial intelligence, java, linux, data structures, perl, python, oracle, rdbms, unix administration, infrastructure",1 to 4 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/senior-software-developer-oracle-bengaluru-bangalore-1-to-4-yrs-jobid-aBuKQ__PLUS__yVrtFzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"proficient in java, database design expertise, microservices architecture, machine learning knowledge, generative ai experience, algorithms, orchestration, debugging, data structures, software engineering, python, oracle",5 to 8 Years,As per Industry Standards,Hyderabad/ Secunderabad (Telangana),https://www.timesjobs.com/job-detail/software-developer-3-oracle-hyderabad-secunderabad-5-to-8-yrs-jobid-elsPfMDYqnBzpSvf__PLUS__uAgZw==&source=srp
Senior Software Developer,ORACLE,"database development, test automation, software debugging, programming languages, problem solving, fundamentals, algorithms, c, sql/plsql, data warehousing, storage, compilers, artificial intelligence, java, linux, data structures, perl, python, oracle, rdbms, unix administration, infrastructure",1 to 4 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/senior-software-developer-oracle-bengaluru-bangalore-1-to-4-yrs-jobid-DcH0fabPMjlzpSvf__PLUS__uAgZw==&source=srp
Software Developer 2,ORACLE,"high capacity development, media and data path, multi threaded programming, operating systems fundamentals, network security protocols, udp, c, linux, voip, debugging, software engineering, oracle, os, linux networking, written communication",3 to 6 Years,As per Industry Standards,Hyderabad/ Secunderabad (Telangana),https://www.timesjobs.com/job-detail/software-developer-2-oracle-hyderabad-secunderabad-3-to-6-yrs-jobid-UtqeHJ6FKcFzpSvf__PLUS__uAgZw==&source=srp
Software Developer 2,ORACLE,"high capacity development, media and data path, multi threaded programming, operating systems fundamentals, network security protocols, udp, c, linux, voip, debugging, software engineering, oracle, os, linux networking, written communication",3 to 6 Years,As per Industry Standards,Hyderabad/ Secunderabad (Telangana),https://www.timesjobs.com/job-detail/software-developer-2-oracle-hyderabad-secunderabad-3-to-6-yrs-jobid-IwadU3Yz5qVzpSvf__PLUS__uAgZw==&source=srp
Principal Software Developer,ORACLE,"java development, debugging expertise, data structures, oop principles, problem solving, oops, j2ee, software engineering, python, oracle, machine learning",6 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/principal-software-developer-oracle-bengaluru-bangalore-6-to-7-yrs-jobid-z2Ua12h9TWZzpSvf__PLUS__uAgZw==&source=srp
Principal Software Developer,ORACLE,"java development, debugging expertise, data structures, oop principles, problem solving, oops, j2ee, software engineering, python, oracle, machine learning",6 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/principal-software-developer-oracle-bengaluru-bangalore-6-to-7-yrs-jobid-A3TIOIR__PLUS__kCdzpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"software testing lifecycle, java automation expertise, test automation frameworks, cloud technologies knowledge, ci/cd pipeline experience, continuous integration, qa, telecom testing, voip, qa tools, oracle, stlc, l2/l3, agile, api testing, performance testing, selenium, linux, appium, mobile",5 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-5-to-7-yrs-jobid-wJ__SLASH__BRiOzKSFzpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"software testing lifecycle, java automation expertise, test automation frameworks, cloud technologies knowledge, ci/cd pipeline experience, continuous integration, qa, telecom testing, voip, qa tools, oracle, stlc, l2/l3, agile, api testing, performance testing, selenium, linux, appium, mobile",5 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-5-to-7-yrs-jobid-KDXAgp__PLUS__uHF5zpSvf__PLUS__uAgZw==&source=srp
Software Developer 2,ORACLE,"high capacity development, media and data path, multi threaded programming, operating systems fundamentals, network security protocols, udp, c, linux, voip, debugging, software engineering, oracle, os, linux networking, written communication",3 to 6 Years,As per Industry Standards,Hyderabad/ Secunderabad (Telangana),https://www.timesjobs.com/job-detail/software-developer-2-oracle-hyderabad-secunderabad-3-to-6-yrs-jobid-__SLASH__Objwbc5eTpzpSvf__PLUS__uAgZw==&source=srp
Principal Software Developer,ORACLE,"java development, debugging expertise, data structures, oop principles, problem solving, oops, j2ee, software engineering, python, oracle, machine learning",6 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/principal-software-developer-oracle-bengaluru-bangalore-6-to-7-yrs-jobid-levtt9wIIhpzpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"software testing lifecycle, java automation expertise, test automation frameworks, cloud technologies knowledge, ci/cd pipeline experience, continuous integration, qa, telecom testing, voip, qa tools, oracle, stlc, l2/l3, agile, api testing, performance testing, selenium, linux, appium, mobile",5 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-5-to-7-yrs-jobid-jUhiqOpfUmBzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"core java expertise microservices development jpa & transaction management jwt & oauth understanding sql with oracle, hibernate, spring, j2ee, debugging, software engineering, rest, weblogic, spring boot, servlets",4 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-4-to-7-yrs-jobid-SZjshg7Ca__PLUS__BzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"core java expertise microservices development jpa & transaction management jwt & oauth understanding sql with oracle, hibernate, spring, j2ee, debugging, software engineering, rest, weblogic, spring boot, servlets",4 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-4-to-7-yrs-jobid-MqJqNl5icqhzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"core java expertise, microservices development, jpa & transaction management, oauth & jwt knowledge, sql with oracle, hibernate, spring, j2ee, debugging, software engineering, rest, weblogic, spring boot, servlets",4 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-4-to-7-yrs-jobid-nTXcmVuj9__SLASH__9zpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"core java expertise, microservices development, jpa & transaction management, oauth & jwt knowledge, sql with oracle, hibernate, spring, j2ee, debugging, software engineering, rest, weblogic, spring boot, servlets",4 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-4-to-7-yrs-jobid-OWjc1b3LZ2xzpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"core java expertise, microservices development, system design knowledge, automation architecture, sql proficiency, software design, hibernate, spring, j2ee, jpa, software engineering, rest, oracle, weblogic, spring boot, infrastructure, servlets",5 to 8 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-5-to-8-yrs-jobid-Z5mLinCKFItzpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"core java expertise, microservices development, system design knowledge, automation architecture, sql proficiency, software design, hibernate, spring, j2ee, jpa, software engineering, rest, oracle, weblogic, spring boot, infrastructure, servlets",5 to 8 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-5-to-8-yrs-jobid-0eUyFi5cPRRzpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"core java expertise, microservices development, automation design, system architecture knowledge, sql proficiency, software design, hibernate, spring, j2ee, jpa, software engineering, rest, oracle, weblogic, spring boot, infrastructure, servlets",5 to 8 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-5-to-8-yrs-jobid-zp3pomrOzaJzpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"core java expertise, microservices development, automation design, system architecture knowledge, sql proficiency, software design, hibernate, spring, j2ee, jpa, software engineering, rest, oracle, weblogic, spring boot, infrastructure, servlets",5 to 8 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-5-to-8-yrs-jobid-H6Fvr8MJk8FzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"core java expertise microservices development jpa & transaction management jwt & oauth understanding sql with oracle, hibernate, spring, j2ee, debugging, software engineering, rest, weblogic, spring boot, servlets",4 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-4-to-7-yrs-jobid-E5pG8B6d__PLUS__Q5zpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"core java expertise, microservices development, jpa & transaction management, oauth & jwt knowledge, sql with oracle, hibernate, spring, j2ee, debugging, software engineering, rest, weblogic, spring boot, servlets",4 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-4-to-7-yrs-jobid-KsP8lprdilhzpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"core java expertise, microservices development, system design knowledge, automation architecture, sql proficiency, software design, hibernate, spring, j2ee, jpa, software engineering, rest, oracle, weblogic, spring boot, infrastructure, servlets",5 to 8 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-5-to-8-yrs-jobid-dAvvoB4BlA5zpSvf__PLUS__uAgZw==&source=srp
Software Developer 4,ORACLE,"core java expertise, microservices development, automation design, system architecture knowledge, sql proficiency, software design, hibernate, spring, j2ee, jpa, software engineering, rest, oracle, weblogic, spring boot, infrastructure, servlets",5 to 8 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-4-oracle-bengaluru-bangalore-5-to-8-yrs-jobid-PTrQEnI9lUBzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"software development problem solving quality assurance version control team collaboration, senior software engineer, java, debugging, software engineering, oracle, software testing",3 to 5 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-QvjaAUCRqZtzpSvf__PLUS__uAgZw==&source=srp
Software Developer 3,ORACLE,"software development problem solving quality assurance version control team collaboration, senior software engineer, java, debugging, software engineering, oracle, software testing",3 to 5 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-3-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-coKv2jdgL__SLASH__VzpSvf__PLUS__uAgZw==&source=srp
Software Developer 2,ORACLE,"cloud native solutions, distributed systems design, software development lifecycle, scalable software components, technical leadership, debugging, software engineering, oracle",5 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-2-oracle-bengaluru-bangalore-5-to-7-yrs-jobid-R5qaOF3iJzRzpSvf__PLUS__uAgZw==&source=srp
Senior Software Developer,ORACLE,"g mobile core, gpp standards knowledge, multithreaded programming, cloud infrastructure design, java spring boot, 3gpp, j2ee, api, python, oracle, javascript, spring security, docker, git, linux, json, debugging, cloud computing, rest, mysql db",5 to 8 Years,As per Industry Standards,Gurgaon (Haryana),https://www.timesjobs.com/job-detail/senior-software-developer-oracle-gurgaon-5-to-8-yrs-jobid-uqhbzectUa1zpSvf__PLUS__uAgZw==&source=srp
Software Developer 2,ORACLE,"cloud native solutions, distributed systems design, software development lifecycle, scalable software components, technical leadership, debugging, software engineering, oracle",5 to 7 Years,As per Industry Standards,Bengaluru/ Bangalore (Karnataka),https://www.timesjobs.com/job-detail/software-developer-2-oracle-bengaluru-bangalore-5-to-7-yrs-jobid-rraUgt9csY1zpSvf__PLUS__uAgZw==&source=srp
Senior Software Developer,ORACLE,"g mobile core, gpp standards knowledge, multithreaded programming, cloud infrastructure design, java spring boot, 3gpp, j2ee, api, python, oracle, javascript, spring security, docker, git, linux, json, debugging, cloud computing, rest, mysql db",5 to 8 Years,As per Industry Standards,Gurgaon (Haryana),https://www.timesjobs.com/job-detail/senior-software-developer-oracle-gurgaon-5-to-8-yrs-jobid-S31IVTUNiwhzpSvf__PLUS__uAgZw==&source=srp
